Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,TPM,TPA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
49,,2006-02-10,20-280,NOK,,NYK,W (+11),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
50,,2006-02-11,20-281,NOK,@,MIN,W (+6),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
51,,2006-02-13,20-283,NOK,,WAS,W (+1),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
52,48,2006-02-15,20-285,NOK,,POR,W (+16),1,21:48,0,3,.000,0,0,,1,1,1.000,1,4,5,7,2,0,1,0,1,6.7,+19
53,49,2006-02-21,20-291,NOK,@,IND,L (-22),1,36:16,8,15,.533,3,4,.750,8,8,1.000,0,3,3,6,3,0,4,3,27,22.6,-15
54,50,2006-02-22,20-292,NOK,,UTA,L (-6),1,39:27,6,15,.400,0,2,.000,6,6,1.000,0,2,2,7,7,1,3,0,18,20.1,+2
55,51,2006-02-25,20-295,NOK,@,UTA,W (+5),1,38:54,6,11,.545,1,2,.500,10,13,.769,0,2,2,8,2,0,5,5,23,17.7,+13
56,52,2006-02-26,20-296,NOK,@,POR,W (+13),1,36:50,6,14,.429,0,2,.000,7,8,.875,2,3,5,8,0,0,2,1,19,16.7,+7
57,53,2006-02-28,20-298,NOK,@,SEA,L (-10),1,41:35,6,12,.500,1,3,.333,12,12,1.000,4,3,7,14,3,0,2,4,25,31.9,-8
58,54,2006-03-01,20-299,NOK,@,LAC,L (-22),1,38:40,4,13,.308,0,3,.000,1,2,.500,1,7,8,12,1,0,3,1,9,9.9,-15
59,55,2006-03-06,20-304,NOK,,PHO,L (-13),1,43:02,4,12,.333,2,6,.333,4,5,.800,0,4,4,11,1,0,2,4,14,13.1,-23
60,56,2006-03-08,20-306,NOK,,LAL,L (-6),1,37:41,7,16,.438,2,3,.667,6,6,1.000,1,3,4,10,3,0,2,3,22,22.0,-2
